Voyage ID,Vessel name,Voyage itinerary imputed port where began (ptdepimp) place,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Total embarked,Total disembarked,Year of arrival at port of disembarkation,Percent men,Percent women,Percent children,Slaves died during middle passage,Mortality rate,Slaves outcome label
17308,Bristol,Bristol,"Gold Coast, port unspecified",228,195,1752,,,,,,Slaves disembarked in Americas
17309,Cornwall,Bristol,Anomabu,273,236,1753,,,,,,Slaves disembarked in Americas
17310,Earl of Radnor,Bristol,Bonny,391,319,1753,,,,,,Slaves disembarked in Americas
17311,Emperor,Bristol,"West Central Africa and St. Helena, port unspecified",383,350,1753,,,,,,Slaves disembarked in Americas
17312,Eugene,Bristol,Calabar,329,250,1752,,,,,,Slaves disembarked in Americas
17313,Golden Fleece,Bristol,Anomabu,190,170,1753,,,,20,0.11,Slaves disembarked in Americas
17314,Halifax,Bristol,Anomabu,260,256,1753,0.4878,0.1748,0.3374,4,0.02,Slaves disembarked in Americas
17315,Hawk,Bristol,New Calabar,328,249,1753,,,,,,Slaves disembarked in Americas
17316,Hope,Bristol,"Africa., port unspecified",250,208,1753,,,,,,Slaves disembarked in Americas
17317,Indian Prince,Bristol,"Africa., port unspecified",250,208,1753,,,,,,Slaves disembarked in Americas
17318,Indian Queen,Bristol,Calabar,337,275,1753,,,,,,Slaves disembarked in Americas
17319,Jason Gally,Bristol,"West Central Africa and St. Helena, port unspecified",352,320,1753,,,,,,Slaves disembarked in Americas
17320,Juba,Bristol,Anomabu,339,277,1753,,,,,,Slaves disembarked in Americas
17321,King David,Bristol,Calabar,310,253,1753,,,,,,Slaves disembarked in Americas
17322,Marlborough,Bristol,Bonny,420,317,1752,,,,,,Slaves disembarked in Americas
17323,Molly,Bristol,Loango,225,193,1753,0.26943,0.2228,0.50777,,,Slaves disembarked in Americas
17324,Pearl,Bristol,"West Central Africa and St. Helena, port unspecified",386,351,1753,,,,,,Slaves disembarked in Americas
17325,Rainbow,Bristol,New Calabar,390,296,1752,,,,,,Slaves disembarked in Americas
17326,Sally,Bristol,"Gold Coast, port unspecified",248,212,1753,,,,,,Slaves disembarked in Americas
17327,Thistle,Bristol,Gambia,100,89,1753,,,,,,Slaves disembarked in Americas
17328,Triton,Bristol,Anomabu,359,293,1753,,,,,,Slaves disembarked in Americas
17329,Africa,Bristol,"Africa., port unspecified",280,240,1754,,,,,,Slaves disembarked in Americas
17330,Ann Gally,Bristol,"West Central Africa and St. Helena, port unspecified",380,310,1753,,,,,,Slaves disembarked in Americas
17331,Annamaboe,Bristol,Anomabu,210,180,1753,,,,,,Slaves disembarked in Americas
17332,Bristol,Bristol,Cape Coast Castle,250,227,1754,,,,23,0.09,Slaves disembarked in Americas
17333,Cape Coast,Bristol,Anomabu,292,250,1754,,,,,,Slaves disembarked in Americas
17334,Earl of Radnor,Bristol,Calabar,295,241,1754,,,,,,Slaves disembarked in Americas
17335,Elizabeth,Bristol,"Africa., port unspecified",250,208,1753,,,,,,Slaves disembarked in Americas
17336,Eugene,Bristol,Calabar,292,250,1754,,,,,,Slaves disembarked in Americas
17337,Fanteen,Bristol,Anomabu,320,315,1754,,,,5,0.02,Slaves disembarked in Americas
17338,Fly,Bristol,Anomabu,225,193,1754,,,,,,Slaves disembarked in Americas
17339,Fortune,Bristol,"Gold Coast, port unspecified",208,180,1754,0.14881,0.13095,0.72024,,,Slaves disembarked in Americas
17340,Hawk,Bristol,"Africa., port unspecified",250,208,1753,,,,,,Slaves disembarked in Americas
17341,Hope,Bristol,Anomabu,154,133,1754,,,,,,Slaves disembarked in Americas
17342,Jamaica Packet,Bristol,"Africa., port unspecified",282,230,1754,,,,,,Slaves disembarked in Americas
17344,King David,Bristol,"Africa., port unspecified",387,316,1754,,,,,,Slaves disembarked in Americas
17345,Matilda,Bristol,New Calabar,198,150,1754,,,,,,Slaves disembarked in Americas
17346,Pelham,Bristol,Anomabu,289,247,1754,,,,,,Slaves disembarked in Americas
17347,Phoenix,Bristol,Anomabu,365,298,1754,,,,,,Slaves disembarked in Americas
17348,Planter,Bristol,Bonny,368,300,1753,,,,,,Slaves disembarked in Americas
17349,Rachell,Bristol,"Africa., port unspecified",250,208,1754,,,,,,Slaves disembarked in Americas
17350,Rainbow,Bristol,New Calabar,336,272,1754,,,,,,Slaves disembarked in Americas
17351,Susannah,Bristol,"Africa., port unspecified",250,208,1753,,,,,,Slaves disembarked in Americas
17352,Sylvia,Bristol,"Africa., port unspecified",240,200,1754,,,,,,Slaves disembarked in Americas
17353,Thetis,Bristol,Andony,276,209,1754,,,,,,Slaves disembarked in Americas
17354,Tryall,Bristol,"Africa., port unspecified",250,208,1754,,,,,,Slaves disembarked in Americas
17355,Two Sisters,Bristol,"Africa., port unspecified",357,306,1753,,,,,,Slaves disembarked in Americas
17356,Williamsburgh,Bristol,Bonny,342,279,1754,,,,,,Slaves disembarked in Americas
17357,Ann Gally,Bristol,Calabar,343,280,1755,,,,,,Slaves disembarked in Americas
17358,Annamaboe,Bristol,"Gold Coast, port unspecified",257,220,1755,,,,,,Slaves disembarked in Americas
17359,Betsey,Bristol,New Calabar,256,219,1755,,,,,,Slaves disembarked in Americas
17360,Chester,Bristol,Calabar,260,212,1754,,,,,,Slaves disembarked in Americas
17361,Cornwall,Bristol,Anomabu,273,236,1754,,,,,,Slaves disembarked in Americas
17362,Elizabeth,Bristol,"Windward Coast, port unspecified",196,174,1755,,,,,,Slaves disembarked in Americas
17363,Emperor,Bristol,"West Central Africa and St. Helena, port unspecified",390,270,1755,,,,120,0.31,Slaves disembarked in Americas
17364,Fly,Bristol,"Gold Coast, port unspecified",245,210,1755,,,,,,Slaves disembarked in Americas
17365,Halifax,Bristol,Anomabu,324,280,1755,,,,,,Slaves disembarked in Americas
17366,Hanover Planter,Bristol,Cape Coast Castle,135,130,1755,,,,5,0.04,Slaves disembarked in Americas
17367,Indian Prince,Bristol,Bonny,276,209,1754,,,,,,Slaves disembarked in Americas
17368,Indian Queen,Bristol,Calabar,276,209,1755,,,,,,Slaves disembarked in Americas
17369,Jolly Batchelor,Bristol,"Gold Coast, port unspecified",385,314,1755,,,,,,Slaves disembarked in Americas
17370,Marlborough,Bristol,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",276,209,1755,,,,,,Slaves disembarked in Americas
17371,Matilda,Bristol,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",224,170,1755,,,,,,Slaves disembarked in Americas
17372,Molly,Bristol,New Calabar,270,231,1754,,,,,,Slaves disembarked in Americas
17373,Nancy,Bristol,"Gold Coast, port unspecified",53,41,1755,,,,,,Slaves disembarked in Americas
17374,Nugent,Bristol,Gambia,208,200,1754,,,,8,0.04,Slaves disembarked in Americas
17375,Pearl,Bristol,Malembo,276,251,1755,0.47737,0.18519,0.33745,,,Slaves disembarked in Americas
17376,Picton Castle,Bristol,"Gold Coast, port unspecified",306,262,1755,,,,,,Slaves disembarked in Americas
17377,Polly,Bristol,Anomabu,327,267,1755,,,,,,Slaves disembarked in Americas
17378,Sally,Bristol,Anomabu,330,269,1755,,,,,,Slaves disembarked in Americas
17379,Susanna,Bristol,Bonny,276,,1754,,,,,,Slaves perished with ship
17380,Thetis,Bristol,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",276,209,1755,,,,,,Slaves disembarked in Americas
17381,Thistle,Bristol,"Gold Coast, port unspecified",173,148,1754,,,,,,Slaves disembarked in Americas
17382,Two Sisters,Bristol,New Calabar,312,267,1755,,,,,,Slaves disembarked in Americas
17383,Westmoreland,Bristol,"Gold Coast, port unspecified",116,90,1755,,,,,,Slaves disembarked in Americas
17384,Africa,Bristol,Bonny,395,300,1756,,,,,,Slaves disembarked in Americas
17385,America,Bristol,Calabar,358,300,1756,,,,,,Slaves disembarked in Americas
17386,Black Prince,Bristol,Anomabu,383,328,1756,,,,,,Slaves disembarked in Americas
17387,Cape Mount,Bristol,"Africa., port unspecified",250,208,1755,,,,,,Slaves disembarked in Americas
17388,Duke of Cumberland,Bristol,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",369,301,1755,,,,,,Slaves disembarked in Americas
17389,Elizabeth,Bristol,"Africa., port unspecified",250,209,1755,,,,,,Slaves disembarked in Americas
17390,Eugene,Bristol,Calabar,261,223,1755,,,,,,Slaves disembarked in Americas
17391,Hope,Bristol,New Calabar,198,150,1756,,,,,,Slaves disembarked in Americas
17392,Indian Prince,Bristol,Bonny,276,209,1755,,,,,,Slaves disembarked in Americas
17393,Marquis of Lothian,Bristol,"Africa., port unspecified",250,208,1755,,,,,,Slaves disembarked in Americas
17394,Matilda,Bristol,Calabar,268,223,1756,,,,,,Slaves disembarked in Americas
17395,Myrtle,Bristol,"Africa., port unspecified",257,220,1756,,,,,,Slaves disembarked in Americas
17396,Nancy,Bristol,Bonny,326,266,1756,,,,,,Slaves disembarked in Americas
17397,Nugent,Bristol,Gambia,160,160,1755,,,,0,0.0,Slaves disembarked in Americas
17398,Pelham,Bristol,"Africa., port unspecified",289,247,1756,,,,,,Slaves disembarked in Americas
17399,Phoenix,Bristol,"Africa., port unspecified",400,326,1756,,,,,,Slaves disembarked in Americas
17400,Success,Bristol,Gambia,120,106,1755,,,,,,Slaves disembarked in Americas
17401,Ann Gally,Bristol,"Africa., port unspecified",352,287,1756,,,,,,Slaves disembarked in Americas
17402,Annamaboe,Bristol,Anomabu,251,215,1757,,,,,,Slaves disembarked in Americas
17403,Betsey,Bristol,Bonny,250,208,1756,,,,,,Slaves disembarked in Americas
17405,Cornwall,Bristol,Anomabu,360,311,1757,,,,,,Slaves disembarked in Americas
17406,Fantyn,Bristol,"Gold Coast, port unspecified",400,346,1757,,,,,,Slaves disembarked in Americas
17407,Indian Prince,Bristol,Bonny,350,266,1757,,,,,,Slaves disembarked in Americas
17408,Indian Queen,Bristol,Calabar,504,411,1756,,,,,,Slaves disembarked in Americas
17409,King David,Bristol,Calabar,352,287,1757,,,,,,Slaves disembarked in Americas
17410,Kitty,Bristol,"Africa., port unspecified",250,209,1756,,,,,,Slaves disembarked in Americas
17411,Leander,Bristol,"Africa., port unspecified",250,208,1757,,,,,,Slaves disembarked in Americas
17412,Marlborough,Bristol,"Africa., port unspecified",250,208,1756,,,,,,Slaves disembarked in Americas
17413,Marquis of Lothian,Bristol,Bonny,276,209,1757,,,,,,Slaves disembarked in Americas
17414,Molly,Bristol,"West Central Africa and St. Helena, port unspecified",371,318,1757,,,,,,Slaves disembarked in Americas
17415,Norfolk,Bristol,Anomabu,289,250,1756,,,,,,Slaves disembarked in Americas
17416,Picton Castle,Bristol,Anomabu,345,295,1757,,,,,,Slaves disembarked in Americas
17417,Sylvia,Bristol,Gambia,230,197,1756,,,,,,Slaves disembarked in Americas
17418,Success,Bristol,Gambia,180,154,1756,1.0,0.0,0.0,,,Slaves disembarked in Americas
17419,Tryall,Bristol,"West Central Africa and St. Helena, port unspecified",438,375,1757,,,,,,Slaves disembarked in Americas
17420,Africa,Bristol,Bonny,331,283,1758,,,,,,Slaves disembarked in Americas
17421,Ann Gally,Bristol,Cape Mount (Cape Grand Mount),198,,1758,,,,,,Slaves disembarked in Americas
17422,Cape Coast,Bristol,Anomabu,300,262,1758,,,,38,0.13,Slaves disembarked in Americas
17423,Mercury,Bristol,"Africa., port unspecified",425,354,1758,,,,,,Slaves disembarked in Americas
17424,Myrtle,Bristol,Gambia,200,177,1757,,,,,,Slaves disembarked in Americas
17425,Polly,Bristol,"West Central Africa and St. Helena, port unspecified",414,377,1758,,,,,,Slaves disembarked in Americas
17426,Prince Edward,Bristol,,,,1757,,,,,,No slaves embarked
17427,Sylvia,Bristol,Gambia,205,160,1758,,,,45,0.22,Slaves disembarked in Americas
17428,Two Sisters,Bristol,Anomabu,220,240,1758,,,,,,Slaves disembarked in Americas
17429,Africa,Bristol,Bonny,293,251,1759,,,,,,Slaves disembarked in Americas
17430,Alexander,Bristol,"Africa., port unspecified",250,208,1758,,,,,,Slaves disembarked in Americas
17431,Betsey,Bristol,"Africa., port unspecified",220,183,1758,,,,,,Slaves disembarked in Americas
17432,Black Prince,Bristol,Malembo,549,500,1759,,,,,,Slaves disembarked in Americas
17433,Bristol,Bristol,Cape Coast Castle,245,212,1759,,,,,,Slaves disembarked in Americas
17434,Cato,Bristol,Sierra Leone estuary,336,288,1758,,,,,,Slaves disembarked in Americas
17435,Eagle Gally,Bristol,"West Central Africa and St. Helena, port unspecified",658,599,1759,,,,,,Slaves disembarked in Americas
17436,Gambia,Bristol,Gambia,150,122,1759,,,,,,Slaves disembarked in Americas
17437,Intention,Bristol,"Africa., port unspecified",250,209,1758,,,,,,Slaves disembarked in Americas
17438,King of Bonny,Bristol,Bonny,329,250,1758,,,,,,Slaves disembarked in Americas
17439,Leander,Bristol,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",250,208,1759,,,,,,Slaves disembarked in Americas
17440,Lion,Bristol,Cape Coast Castle,479,365,1759,,,,114,0.24,Slaves disembarked in Americas
17441,Molly,Bristol,Bonny,286,238,1759,0.43706,0.3986,0.16434,48,0.17,Slaves disembarked in Americas
17442,Nancy,Bristol,Bonny,276,209,1758,,,,,,Slaves disembarked in Americas
17443,Oldbury,Bristol,Bonny,527,400,1758,,,,,,Slaves disembarked in Americas
17444,Pearle,Bristol,,,,1758,,,,,,No slaves embarked
17445,Racehorse,Bristol,Bonny,250,208,1759,,,,,,Slaves disembarked in Americas
17446,Triton,Bristol,"Africa., port unspecified",250,208,1759,,,,,,Slaves disembarked in Americas
17447,Amelia,Bristol,Cape Coast Castle,225,220,1760,,,,5,0.02,Slaves disembarked in Americas
17448,Antelope,Bristol,"West Central Africa and St. Helena, port unspecified",386,351,1760,,,,,,Slaves disembarked in Americas
17449,Arabella,Bristol,Calabar,290,220,1760,,,,,,Slaves disembarked in Americas
17450,Catherine,Bristol,Cape Coast Castle,75,66,1759,,,,9,0.12,Slaves disembarked in Americas
17452,Cornwall,Bristol,"Gold Coast, port unspecified",500,357,1761,,,,143,0.29,Slaves disembarked in Americas
17453,Diamond,Bristol,Bonny,329,230,1760,,,,99,0.3,Slaves disembarked in Americas
17454,Eagle Gally,Bristol,"West Central Africa and St. Helena, port unspecified",341,310,1760,,,,,,Slaves disembarked in Americas
17455,Eugene,Bristol,"Windward Coast, port unspecified",440,359,1760,,,,,,Slaves disembarked in Americas
17456,Halifax,Bristol,Bonny,474,360,1759,,,,,,Slaves disembarked in Americas
17457,Hope,Bristol,"Gold Coast, port unspecified",230,199,1759,,,,,,Slaves disembarked in Americas
17459,Jones,Bristol,Cape Coast Castle,330,285,1759,,,,,,Slaves disembarked in Americas
17460,Kingston,Bristol,"Africa., port unspecified",442,361,1760,,,,,,Slaves disembarked in Americas
17461,Marlborough,Bristol,"Gold Coast, port unspecified",292,252,1759,,,,,,Slaves disembarked in Americas
17462,Mercury,Bristol,"Africa., port unspecified",250,209,1759,,,,,,Slaves disembarked in Americas
17463,Myrtle,Bristol,Gambia,250,181,1759,,,,69,0.28,Slaves disembarked in Americas
17464,Oldbury,Bristol,"Africa., port unspecified",491,409,1759,,,,,,Slaves disembarked in Americas
17465,Phoenix,Bristol,Cape Coast Castle,330,292,1760,,,,38,0.12,Slaves disembarked in Americas
17466,Polly,Bristol,,,,1759,,,,,,No slaves embarked
17467,Prince Tom,Bristol,Cabinda,525,428,1760,,,,,,Slaves disembarked in Americas
17468,Racehorse,Bristol,Bonny,183,157,1760,,,,,,Slaves disembarked in Americas
17469,Sally,Bristol,"West Central Africa and St. Helena, port unspecified",656,597,1760,,,,,,Slaves disembarked in Americas
17470,Swift,Bristol,Bonny,92,70,1759,,,,,,Slaves disembarked in Americas
17471,Tryton,Bristol,"Africa., port unspecified",199,166,1760,,,,,,Slaves disembarked in Americas
17472,Two Sisters,Bristol,Bonny,200,152,1760,,,,,,Slaves disembarked in Americas
17473, ,Bristol,"Gold Coast, port unspecified",486,420,1759,,,,,,Slaves disembarked in Americas
17474,Africa,Bristol,"Africa., port unspecified",196,163,1761,,,,,,Slaves disembarked in Americas
17475,Alexander,Bristol,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",145,110,1761,,,,,,Slaves disembarked in Americas
17476,Black Prince,Bristol,Cape Coast Castle,387,350,1761,,,,37,0.1,Slaves disembarked in Americas
17477,Catherine,Bristol,Cape Coast Castle,68,59,1760,,,,,,Slaves disembarked in Americas
17478,Cato,Bristol,Calabar,593,450,1761,,,,,,Slaves disembarked in Americas
17479,Defiance,Bristol,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",580,440,1761,,,,,,Slaves disembarked in Americas
17480,Favourite,Bristol,"Africa., port unspecified",250,209,1760,,,,,,Slaves disembarked in Americas
17481,Fonmon Castle,Bristol,Bonny,340,294,1761,,,,,,Slaves disembarked in Americas
17482,Gambia,Bristol,Cape Coast Castle,270,250,1761,,,,20,0.07,Slaves disembarked in Americas
17483,Greyhound,Bristol,"Africa., port unspecified",263,215,1761,,,,,,Slaves disembarked in Americas
17484,Halifax,Bristol,Bonny,276,209,1760,,,,,,Slaves disembarked in Americas
17485,Hope,Bristol,Benin,367,,1760,,,,,,Slaves disembarked in Old World
17486,Hopewell,Bristol,"Africa., port unspecified",250,208,1761,,,,,,Slaves disembarked in Americas
17487,Indian Queen,Bristol,Calabar,659,500,1760,,,,,,Slaves disembarked in Americas
17488,John,Bristol,Cape Coast Castle,85,73,1761,,,,,,Slaves disembarked in Americas
17489,Juba,Bristol,Cape Coast Castle,244,211,1761,,,,,,Slaves disembarked in Americas
17490,Juno,Bristol,"Gold Coast, port unspecified",220,190,1761,,,,,,Slaves disembarked in Americas
17491,Mary,Bristol,"Africa., port unspecified",204,170,1760,,,,,,Slaves disembarked in Americas
17492,Mercury,Bristol,"West Central Africa and St. Helena, port unspecified",386,351,1761,,,,,,Slaves disembarked in Americas
17493,Molly,Bristol,Bonny,315,239,1761,,,,,,Slaves disembarked in Americas
17494,Oldbury,Bristol,Bonny,507,385,1761,,,,,,Slaves disembarked in Americas
17495,Quebec,Bristol,Calabar,276,209,1761,,,,,,Slaves disembarked in Americas
17496,Roebuck,Bristol,Bonny,491,420,1760,,,,,,Slaves disembarked in Americas
17498,Saint Michael,Bristol,"Africa., port unspecified",292,250,1761,,,,,,Slaves disembarked in Americas
17499,Two Sisters,Bristol,"Africa., port unspecified",250,209,1760,,,,,,Slaves disembarked in Americas
17500,Amelia,Bristol,Calabar,368,300,1762,,,,,,Slaves disembarked in Americas
17501,Cornwall,Bristol,"Gold Coast, port unspecified",450,392,1762,,,,58,0.13,Slaves disembarked in Americas
17502,Defiance,Bristol,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",460,,1761,,,,,,Slaves perished with ship
17503,Dispatch,Bristol,,,,1761,,,,,,No slaves embarked
17504,Elizabeth,Bristol,Bonny,282,230,1762,,,,,,Slaves disembarked in Americas
17505,Hannah,Bristol,Gambia,225,200,1761,,,,,,Slaves disembarked in Americas
17506,Hector,Bristol,"West Central Africa and St. Helena, port unspecified",627,512,1762,,,,,,Slaves disembarked in Americas
